,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
0,1.0862740369359398,1.3814051477772415,0.6437,0.3498
1,1.0020061678187862,1.1928668280316006,0.7373,0.5407
2,0.971848885724499,1.1789040071949077,0.7668,0.5576
3,0.9314224074600609,1.113075830754201,0.8105,0.6266
4,0.9246931649317407,1.0750120460607444,0.8161,0.6625
5,0.8695355847383001,0.9166627951488373,0.8723,0.8229
6,0.8349366977715947,0.864179003390537,0.909,0.8773
7,0.8184640665722501,0.8654511851869571,0.9242,0.8753
8,0.8128515762887942,0.8481964468955994,0.9305,0.8946
9,0.7983314007710499,0.8459478195305843,0.9452,0.896
10,0.7975020731330678,0.8361227269385271,0.9469,0.9076
11,0.7895227473252898,0.8361212451746509,0.9542,0.9068
12,0.7876547840750141,0.8329825207685969,0.9565,0.9089
13,0.7857091852054474,0.8297438052049868,0.9582,0.9114
14,0.7859562783484246,0.8291306032496653,0.9578,0.9147
15,0.788640978230033,0.8216609206928569,0.9556,0.9216
16,0.7841832971876594,0.8268261210174318,0.9599,0.916
17,0.7840200309540816,0.8253474679722148,0.9606,0.9176
18,0.7855111622506645,0.8287040822824855,0.9582,0.9149
19,0.7816371834202177,0.8298652107548562,0.9624,0.913
20,0.7855555411357029,0.8276425850619177,0.9587,0.9144
21,0.7846887479921815,0.825839917750875,0.9588,0.918
22,0.7824579864550548,0.8214523222795718,0.9616,0.9209
23,0.784674871119724,0.8283381777204526,0.9587,0.9147
24,0.7819314967295167,0.8255273544104995,0.9625,0.9181
25,0.7870275150438782,0.8276100553524722,0.9572,0.9151
26,0.7847744765555024,0.8261111200235451,0.9594,0.9164
27,0.7834359396035504,0.8251943493344981,0.9609,0.9179
28,0.7871645764940104,0.8294870648414466,0.9566,0.9123
29,0.7860171639235916,0.8259128389085174,0.9584,0.9168
30,0.7860709721115744,0.8250562134821704,0.9576,0.9176
31,0.7800002037339909,0.8274505415539832,0.9642,0.9154
32,0.7861459953769757,0.824193862593098,0.9587,0.9193
33,0.7808005130215055,0.8277525795493156,0.9637,0.9155
34,0.7846316953373563,0.8265652508492682,0.9593,0.9158
35,0.7868043541148969,0.8277263891924719,0.9572,0.9153
36,0.7814930852051754,0.8300299481221824,0.9625,0.9128
37,0.7836472054196012,0.8274622593715693,0.9599,0.9148
38,0.7854809909109857,0.8246018028562996,0.9588,0.9176
39,0.786132620398406,0.8315058081013382,0.9581,0.912
40,0.7860009040042852,0.8275591514672443,0.9587,0.9161
41,0.7789342012375023,0.8247769326920722,0.9655,0.918
42,0.7877139900899996,0.8269714173997283,0.9566,0.9164
43,0.7845208056413444,0.8292816824214474,0.959,0.914
44,0.7847163886021656,0.821948302779228,0.9592,0.9216
45,0.7812742397284053,0.8274731058983287,0.9629,0.917
46,0.7848711009997471,0.8251792006431871,0.9591,0.9184
47,0.7811546318090645,0.830812209730695,0.963,0.9112
48,0.7854000569149188,0.8329315990399403,0.9589,0.91
49,0.7830079721797044,0.8224062995546183,0.9607,0.9216
