,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
0,1.1185591456237112,1.389151387153917,0.6055,0.3402
1,1.062539668219864,1.2664166149819733,0.67,0.4632
2,1.0436027634675336,1.2837016164876853,0.6917,0.4474
3,1.041450729415675,1.2502807606557371,0.6959,0.4847
4,1.0002713009809991,1.207279403118571,0.739,0.5288
5,0.9503225152659568,1.0033041667786373,0.7891,0.7334
6,0.9217606000839524,0.9694220321193622,0.82,0.7699
7,0.8980221896414544,0.9703406114487132,0.8446,0.769
8,0.8844638538968032,0.9482946521157671,0.8581,0.7951
9,0.8707923524698634,0.9427569937554134,0.8729,0.7988
10,0.8602745335572844,0.9419028937436973,0.8832,0.8006
11,0.8557603867949953,0.9366207965620005,0.8881,0.8032
12,0.8507424285457392,0.9324542458649654,0.893,0.8061
13,0.8487783408468696,0.9302644554976445,0.8951,0.8106
14,0.8467781684201234,0.921569517083988,0.8985,0.8195
15,0.8508027567984952,0.9255494889180371,0.8928,0.8146
16,0.8429583071903058,0.9317306602836415,0.9013,0.8064
17,0.8473330500778878,0.92582311485983,0.8964,0.8139
18,0.8472658483086118,0.9287795344735407,0.8965,0.8123
19,0.8508604032218836,0.9280425560702185,0.8927,0.8129
20,0.8446820340338786,0.9246843954560103,0.8992,0.8183
21,0.8470677327198587,0.9305835810436565,0.8964,0.8083
22,0.8482344048038409,0.9307099455481123,0.8957,0.8111
23,0.849592916904741,0.9271366535478337,0.8943,0.8135
24,0.8447187349295161,0.9271763472040747,0.8989,0.8128
25,0.844402916871818,0.9278065676142455,0.8996,0.8149
26,0.8460540243774463,0.9297965028483397,0.8967,0.8108
27,0.846980394831129,0.9285993166030593,0.8967,0.8092
28,0.8416435843820025,0.9284816274217739,0.902,0.8145
29,0.8485879560185087,0.9169542147855091,0.8958,0.8232
30,0.8479371291057319,0.9138879848133986,0.8959,0.8249
31,0.8467703867869772,0.921379736654318,0.8977,0.8193
32,0.8523544616000668,0.9270019512267629,0.8919,0.8155
33,0.8450800286736458,0.9343124631863491,0.8986,0.8053
34,0.8498596101050164,0.9237983974681538,0.8943,0.8183
35,0.8479774609492843,0.9283349760778391,0.8971,0.8101
36,0.8493932421040383,0.9274880092614776,0.8956,0.8124
37,0.8430596274934756,0.9229195956971236,0.9005,0.8169
38,0.8481637072411312,0.9255715221356434,0.8965,0.8138
39,0.8452351533683242,0.9300762760411402,0.899,0.8117
40,0.8474931713122471,0.9156070298450009,0.8965,0.8253
41,0.8476481490833744,0.925172024851392,0.8963,0.8152
42,0.8474736027656846,0.9245696720803619,0.896,0.8166
43,0.8445493962354721,0.9213880649797476,0.9,0.8197
44,0.8448060621881182,0.9279680927847601,0.8985,0.8117
45,0.8448389032084471,0.9227491366635462,0.8987,0.8179
46,0.843019901567204,0.924519260218189,0.9013,0.814
47,0.851902435159987,0.9242238371994844,0.8911,0.8182
48,0.8505693541210928,0.9321246974787135,0.8935,0.8079
49,0.8469849471833296,0.9280235592726689,0.896,0.8114
